review_id,text,sentiment
R004281,I hate this unit. It stopped working immediately. Total waste. One star. This unit is the worst I have owned. Do not recommend.,0
R004282,Impressed with the battery. excellent build and the assembly was quick.,1
R004283,I absolutely love this item. wonderful quality and fast delivery. excellent product. Exactly what I needed. Will buy again.,1
R004284,So happy with this purchase. The device is superb and well made.,1
R004285,I hate this purchase. It stopped working immediately. Total waste. Do not buy this accessory. Poor build and awful setup.,0
R004286,This is the best purchase I have ever purchased. Highly recommend!,1
R004287,Do not buy this tool. Poor finish and awful installation. Very poor quality gadget. The battery fell apart within a week.,0
R004288,Very poor quality product. The design fell apart within a week. Not worth the money. This unit is cheaply made and terrible.,0
R004290,Terrible tool. The screen broke after one day. Very disappointed.,0
R004291,excellent product. Exactly what I needed. Will buy again. Five stars! This tool exceeded my expectations. Very great.,1
R004292,Five stars! This unit exceeded my expectations. Very fantastic.,1
R004293,I absolutely love this tool. wonderful quality and fast installation.,1
R004294,premium product. Exactly what I needed. Will buy again.,1
R004295,Perfect item for the price. superb value and excellent screen.,1
R004296,great product. Exactly what I needed. Will buy again.,1
R004297,Do not buy this product. Poor screen and awful shipping.,0
R004298,My family loves this gadget. The material is outstanding.,1
R004299,This is the best product I have ever purchased. Highly recommend! Amazing device! Not a single complaint. The material is top notch.,1
R004300,Impressed with the build. excellent build and the assembly was quick.,1
R004302,superb product. Exactly what I needed. Will buy again.,1
R004303,So happy with this purchase. The accessory is fantastic and well made. So happy with this purchase. The gadget is fantastic and well made.,1
R004304,Terrible product. The finish broke after one day. Very disappointed.,0
R004305,Terrible accessory. The screen broke after one day. Very disappointed.,0
R004306,Perfect item for the price. fantastic value and excellent design. Amazing purchase! Not a single complaint. The quality is top notch.,1
R004307,One star. This device is the worst I have owned. Do not recommend. Do not buy this product. Poor packaging and awful assembly.,0
R004308,Impressed with the design. wonderful build and the shipping was quick.,1
R004309,Not worth the money. This unit is cheaply made and terrible.,0
R004310,Do not buy this accessory. Poor packaging and awful shipping. I hate this item. It stopped working immediately. Total waste.,0
R004311,This is the best product I have ever purchased. Highly recommend!,1
R004312,Five stars! This gadget exceeded my expectations. Very premium. This is the best tool I have ever purchased. Highly recommend!,1
R004313,Do not buy this item. Poor design and awful assembly.,0
R004314,Great unit! The design is amazing and it works perfectly. This is the best product I have ever purchased. Highly recommend!,1
R004315,Very poor quality product. The finish fell apart within a week.,0
R004316,So happy with this purchase. The device is superb and well made. Five stars! This accessory exceeded my expectations. Very solid.,1
R004317,Five stars! This unit exceeded my expectations. Very superb.,1
R004318,Great gadget! The battery is premium and it works perfectly.,1
R004319,Do not buy this purchase. Poor packaging and awful shipping. One star. This product is the worst I have owned. Do not recommend.,0
R004320,Five stars! This device exceeded my expectations. Very excellent. Great unit! The finish is great and it works perfectly.,1
R004322,This is the best item I have ever purchased. Highly recommend! fantastic product. Exactly what I needed. Will buy again.,1
R004323,Five stars! This device exceeded my expectations. Very great. Five stars! This gadget exceeded my expectations. Very premium.,1
R004324,Amazing gadget! Not a single complaint. The build is top notch.,1
R004325,Very poor quality accessory. The screen fell apart within a week.,0
R004326,The battery is horrible. Returned this gadget right away.,0
R004327,Amazing unit! Not a single complaint. The finish is top notch.,1
R004328,I hate this product. It stopped working immediately. Total waste. Disappointing. The tool does not match the description at all.,0
R004329,Great tool! The finish is solid and it works perfectly.,1
R004330,Terrible product. The build broke after one day. Very disappointed.,0
R004331,Impressed with the build. excellent build and the delivery was quick.,1
R004332,I hate this product. It stopped working immediately. Total waste. Worst purchase ever. This accessory is completely useless.,0
R004333,My family loves this accessory. The quality is outstanding. Amazing tool! Not a single complaint. The design is top notch.,1
R004334,I absolutely love this gadget. premium quality and fast assembly.,1
R004335,So happy with this purchase. The product is premium and well made. This is the best purchase I have ever purchased. Highly recommend!,1
R004336,Five stars! This purchase exceeded my expectations. Very excellent. Perfect accessory for the price. great value and excellent quality.,1
R004337,I absolutely love this item. wonderful quality and fast setup. This is the best product I have ever purchased. Highly recommend!,1
R004338,excellent product. Exactly what I needed. Will buy again.,1
R004340,This is the best item I have ever purchased. Highly recommend!,1
R004341,My family loves this accessory. The finish is outstanding. Five stars! This tool exceeded my expectations. Very amazing.,1
