review_id,text,sentiment,cleaned_text
R005260,Worst purchase ever. This product is completely useless. Broken on arrival. The finish was damaged and assembly took forever.,0,worst purchase ever product completely useless broken arrival finish damaged assembly took forever
R005261,Impressed with the material. fantastic build and the delivery was quick.,1,impressed material fantastic build delivery quick
R005262,My family loves this unit. The material is outstanding. Five stars! This unit exceeded my expectations. Very fantastic.,1,family love unit material outstanding five star unit exceeded expectation very fantastic
R005263,Perfect gadget for the price. wonderful value and excellent material. Five stars! This accessory exceeded my expectations. Very amazing.,1,perfect gadget price wonderful value excellent material five star accessory exceeded expectation very amazing
R005264,fantastic product. Exactly what I needed. Will buy again. Amazing item! Not a single complaint. The quality is top notch.,1,fantastic product exactly needed buy amazing item not single complaint quality top notch
R005265,One star. This unit is the worst I have owned. Do not recommend.,0,one star unit worst owned not recommend
R005266,Five stars! This purchase exceeded my expectations. Very superb.,1,five star purchase exceeded expectation very superb
R005268,Five stars! This purchase exceeded my expectations. Very fantastic. My family loves this purchase. The quality is outstanding.,1,five star purchase exceeded expectation very fantastic family love purchase quality outstanding
R005269,So happy with this purchase. The item is fantastic and well made.,1,happy purchase item fantastic well made
R005270,Worst purchase ever. This unit is completely useless. Not worth the money. This unit is cheaply made and broken.,0,worst purchase ever unit completely useless not worth money unit cheaply made broken
R005271,The packaging is horrible. Returned this tool right away.,0,packaging horrible returned tool right away
R005272,Great gadget! The quality is great and it works perfectly. Great device! The screen is excellent and it works perfectly.,1,great gadget quality great work perfectly great device screen excellent work perfectly
R005273,I absolutely love this accessory. solid quality and fast assembly.,1,absolutely love accessory solid quality fast assembly
R005274,Disappointing. The device does not match the description at all.,0,disappointing device not match description
R005275,The finish is horrible. Returned this item right away.,0,finish horrible returned item right away
R005276,Perfect device for the price. wonderful value and excellent quality.,1,perfect device price wonderful value excellent quality
R005277,This is the best accessory I have ever purchased. Highly recommend! So happy with this purchase. The unit is wonderful and well made.,1,best accessory ever purchased highly recommend happy purchase unit wonderful well made
R005278,I hate this unit. It stopped working immediately. Total waste.,0,hate unit stopped working immediately total waste
R005279,Terrible tool. The finish broke after one day. Very disappointed.,0,terrible tool finish broke one day very disappointed
R005280,Amazing purchase! Not a single complaint. The packaging is top notch.,1,amazing purchase not single complaint packaging top notch
